question,answer
Can you please help me in canceling my order.,This relates to: Request refund.
Can you refund my purchase?,This relates to: Request refund.
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",This relates to: Request refund.
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",This relates to: Request refund.
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,This relates to: Request refund.
I bought something and now I want a refund.,This relates to: Request refund.
Canceling my order is what I need to do right now.,This relates to: Request refund.
Are purchases returnable for full refund?,This relates to: Request refund.
I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got.,This relates to: Request refund.
I need this item refunded,This relates to: Request refund.
It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them.,This relates to: Request refund.
"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",This relates to: Request refund.
I need to have an item refunded.,This relates to: Request refund.
I want a refund for an item,This relates to: Request refund.
How do I return something for a full refund?,This relates to: Request refund.
"I did not receive my purchase, how do I cancel it?",This relates to: Request refund.
How does on apply fora refund on an item he ordered? I ordere an item and have not received it yet so i want to cancel it and get a refund,This relates to: Request refund.
Is it possible to get a refund for the item?,This relates to: Request refund.
Can you help me process a refund?,This relates to: Request refund.
Is it possible to refund an item?,This relates to: Request refund.
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,This relates to: Request refund.
i haven't received my order and want a refund,This relates to: Request refund.
Hello I changed my mind and want a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,This relates to: Request refund.
I would like my refund for this item I bought.,This relates to: Request refund.
Can I get my money back on an item?,This relates to: Request refund.
I would like to retract my purchase.,This relates to: Request refund.
I would like to get an item refunded,This relates to: Request refund.
"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",This relates to: Request refund.
What is the return policy?,This relates to: Request refund.
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,This relates to: Request refund.
Can I get a refund?,This relates to: Request refund.
Can I have a refund for one of your products?,This relates to: Request refund.
Can I exchange an item for a refund?,This relates to: Request refund.
I want to have an item refunded can I do that?,This relates to: Request refund.
"Can you explain your refund policy, please?",This relates to: Request refund.
How do I receive a refund for my item?,This relates to: Request refund.
I no longer want this can i cancel my purchase?,This relates to: Request refund.
"Transfer unable to be completed, states 'declined'",This relates to: Declined transfer.
Why was my transfer request decline?,This relates to: Declined transfer.
My transfer was rejected,This relates to: Declined transfer.
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,This relates to: Declined transfer.
"I am having trouble doing a transfer. A ""Decline "" message appears after making the transfer.",This relates to: Declined transfer.
the bank transfer was declined,This relates to: Declined transfer.
"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",This relates to: Declined transfer.
why was a transfer declined,This relates to: Declined transfer.
"While doing a transfer, it says declined.",This relates to: Declined transfer.
I have transfered to my account before but it is being declined now?,This relates to: Declined transfer.
Transfer was declined.,This relates to: Declined transfer.
Please check and let me know why my transfers are getting declined.,This relates to: Declined transfer.
Tell me why my transfer is declined.,This relates to: Declined transfer.
I see my transfer was declined.,This relates to: Declined transfer.
Explain to me why a transfer would be declined.,This relates to: Declined transfer.
Why has my transfer been declined?,This relates to: Declined transfer.
Why would my transfer be declined?,This relates to: Declined transfer.
Why did you decline my transfer?,This relates to: Declined transfer.
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .,This relates to: Declined transfer.
I have a problem with a transfer. It didn't work. Can you tell me why?,This relates to: Declined transfer.
Transfer declined.,This relates to: Declined transfer.
I am trying to make a transfer to a different account but they keep getting declined. I have double checked all the details and the information is correct.,This relates to: Declined transfer.
"Why did my transfer not work, it says it was declined?",This relates to: Declined transfer.
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,This relates to: Declined transfer.
I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,This relates to: Declined transfer.
"I was doing a transfer and received a ""decline"" message.",This relates to: Declined transfer.
How do I make my transfer go through,This relates to: Declined transfer.
My transfer was not approved,This relates to: Declined transfer.
I noticed my transfer was declined.,This relates to: Declined transfer.
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,This relates to: Declined transfer.
Why would I get a decline message in a transfer?,This relates to: Declined transfer.
Why was one of my transfers declined?,This relates to: Declined transfer.
Why am I getting declines when trying to make a purchase online?,This relates to: Declined transfer.
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,This relates to: Declined transfer.
"I tried to buy something and it was declined and my transfers keep getting declined, Why?",This relates to: Declined transfer.
"I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?",This relates to: Declined transfer.
"It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the card was declined. I tried more than once and it was the same thing each time.",This relates to: Declined transfer.
I need to make a transfer but it keeps getting declined I need Help!,This relates to: Declined transfer.
Can you tell me why my transfer declined?,This relates to: Declined transfer.
"On my transfer there was a ""decline"" message",This relates to: Declined transfer.
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",This relates to: Declined transfer.
"I get a ""decline"" message when doing a transfer",This relates to: Declined transfer.
It declined my transfer.,This relates to: Declined transfer.
My recent transfer didn't go through - why not?,This relates to: Declined transfer.
How do I make sure my transfer isn't goin to an unsupported merchant?,This relates to: Declined transfer.
What went wrong with my transfer?,This relates to: Declined transfer.
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",This relates to: Declined transfer.
How can I check for an unsupported merchant for my transfer request?,This relates to: Declined transfer.
Why are my transfers getting declined?,This relates to: Declined transfer.
I couldn't make a transfer because it was declined,This relates to: Declined transfer.
Shopping on line I was declined when trying to buy something.,This relates to: Declined transfer.
How come my transfer got declined,This relates to: Declined transfer.
What does the decline message mean,This relates to: Declined transfer.
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",This relates to: Declined transfer.
How do I contact customer support about my declined transfer?,This relates to: Declined transfer.
"Transfer was declined, could not complete request.",This relates to: Declined transfer.
It appears my transfer was declined.,This relates to: Declined transfer.
"Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card?",This relates to: Declined transfer.
I have a transfer that was declined.,This relates to: Declined transfer.
I don't have any idea what's going on but all of my transfers keep getting declined. I have double-checked over all of my recipient names and they are correct.,This relates to: Declined transfer.
What would be a reason my transfer got declined?,This relates to: Declined transfer.
I was declined a transfer,This relates to: Declined transfer.
Why did my transfer get declined?,This relates to: Declined transfer.
I am unable to transfer money. I believe it is not working because it states it was declined.,This relates to: Declined transfer.
I was making a purchase and it was declined and I wanted to know why.,This relates to: Declined transfer.
Why do transfers get declined?,This relates to: Declined transfer.
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",This relates to: Declined transfer.
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,This relates to: Declined transfer.
"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",This relates to: Declined transfer.
I tried to transfer but it was declined,This relates to: Declined transfer.
Seems like my transfer was declined how come?,This relates to: Declined transfer.
Help me figure out why my transfer was declined,This relates to: Declined transfer.
I didn't see any reason why my transfer was declined. What gives?,This relates to: Declined transfer.
Tell me why my transfer was declined.,This relates to: Declined transfer.
I got a message that my transfer was declined.,This relates to: Declined transfer.
My transfer was declined. What might the reason be?,This relates to: Declined transfer.
I tried to do a transfer but I got a message that it was declined.,This relates to: Declined transfer.
"I had everything lined up to make a transfer, and then it rejected it.",This relates to: Declined transfer.
Why are my transfers and purchases keep getting declined?,This relates to: Declined transfer.
how come my transfer declined,This relates to: Declined transfer.
"What do I do with my ""decline"" message on a transfer?",This relates to: Declined transfer.
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,This relates to: Declined transfer.
Why did my payment get declined?,This relates to: Declined transfer.
"My transfer was declined, why is that?",This relates to: Declined transfer.
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,This relates to: Declined transfer.
"Could not complete transfer, states 'declined'",This relates to: Declined transfer.
I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once.,This relates to: Declined transfer.
My transfer has been declined.,This relates to: Declined transfer.
I wanted to know why my transaction didn't go through.,This relates to: Declined transfer.
"Unable to complete transfer, states 'declined'",This relates to: Declined transfer.
I received a decline message on a transfer,This relates to: Declined transfer.
"I wanted to buy something online yesterday, but I could not because the card got declined on the day of and the following day. What is wrong with the card?",This relates to: Declined transfer.
why did i get declined transfer,This relates to: Declined transfer.
I am sure I have plenty of money to transfer but my transfer is being declined.,This relates to: Declined transfer.
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,This relates to: Declined transfer.
Is there a reason my transfer would have been declined?,This relates to: Declined transfer.
"I received a ""declined"" message when doing a transfer",This relates to: Declined transfer.
Why did I get declined during a transfer?,This relates to: Declined transfer.
It says the transfer wasn't accepted.,This relates to: Declined transfer.
I can't seem to figure out why my transfers are getting declined.,This relates to: Declined transfer.
I tried to do a transfer and it's saying it declined.,This relates to: Declined transfer.
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,This relates to: Declined transfer.
"I'm trying to move money from my account to elsewhere, but it's giving me an error message.",This relates to: Declined transfer.
I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,This relates to: Declined transfer.
unsupported transfer declined,This relates to: Declined transfer.
Why would my transfer result in a decline message?,This relates to: Declined transfer.
The transfer that I was trying to complete was declined. What was the cause?,This relates to: Declined transfer.
I got declined when attempting a transfer,This relates to: Declined transfer.
What are the reasons for a declined transfer?,This relates to: Declined transfer.
Why would you cancel my transfer?,This relates to: Declined transfer.
My transfer was declined. Why did this happen?,This relates to: Declined transfer.
Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,This relates to: Declined transfer.
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",This relates to: Declined transfer.
Transfer could not be completed due to being declined.,This relates to: Declined transfer.
I just noticed my transfer was declined and I don't know why. Can you help me?,This relates to: Declined transfer.
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,This relates to: Declined transfer.
I got a declining message during a transfer? please tell me why,This relates to: Declined transfer.
I think there has been a mistake with my transfer,This relates to: Declined transfer.
I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,This relates to: Declined transfer.
Why are my transfers getting declined?  I havent had a problem in the past.,This relates to: Declined transfer.
Help me. My transfer was declined. How could this happen?,This relates to: Declined transfer.
"i have tried everything to complete a transfer but can't, what should i do next",This relates to: Declined transfer.
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,This relates to: Declined transfer.
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",This relates to: Declined transfer.
"My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?",This relates to: Declined transfer.
I went to do a transfer and it was declined.,This relates to: Declined transfer.
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",This relates to: Declined transfer.
"Declined, transfer not completed.",This relates to: Declined transfer.
I saw that my transfer was declined.,This relates to: Declined transfer.
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",This relates to: Declined transfer.
How can I find a way to transfer money without it being rejected?,This relates to: Declined transfer.
I have a problem with my account. I tried to transfer some funds and the message came back declined. Can you help me?,This relates to: Declined transfer.
Please explain why my transfer attempt was declined. Thank you.,This relates to: Declined transfer.
"I don't see my refund money yet in my account. I asked the merchant a while ago for a refund, so I don't know what's taking so long.  Can you look into it and see if the money is there, just not in my account yet?",This relates to: Refund not showing up.
Why am I missing my refund,This relates to: Refund not showing up.
Please help me.  I am still waiting on a refund.,This relates to: Refund not showing up.
I requested a refund but am unable to see it in my account. Why is that?,This relates to: Refund not showing up.
When will my refund come through,This relates to: Refund not showing up.
Why is my refund not showing up on the statement?,This relates to: Refund not showing up.
I need my refund,This relates to: Refund not showing up.
why cant you just refund me instead of a merchant,This relates to: Refund not showing up.
Why haven't I received a refund yet?,This relates to: Refund not showing up.
when will I get my refund?,This relates to: Refund not showing up.
They said I would get a refund but I don't see it on my statement.,This relates to: Refund not showing up.
A refund is taking too long.,This relates to: Refund not showing up.
"I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help?",This relates to: Refund not showing up.
Why isn't my refund showing up in my statement?,This relates to: Refund not showing up.
I can't see a refund for a return I completed recently.,This relates to: Refund not showing up.
How come my refund hasn't appeared on my statement?,This relates to: Refund not showing up.
Why am I still waiting for my refund,This relates to: Refund not showing up.
I keep checking my statements but nothing shows up. I requested a refund a long time ago but seems it's not reaching my account for some reason. Would you please help me get the money back from the seller.,This relates to: Refund not showing up.
Why is my refund not visible on my statement?,This relates to: Refund not showing up.
The refund doesn't show in my account,This relates to: Refund not showing up.
I have not received a refund.,This relates to: Refund not showing up.
Where is my recent refund in the my statement?,This relates to: Refund not showing up.
I am missing a refund amount on my account.,This relates to: Refund not showing up.
I asked for a refund but its not here yet,This relates to: Refund not showing up.
I have a missing refund,This relates to: Refund not showing up.
i need a refund right away but the funds aren't available in my account,This relates to: Refund not showing up.
When will my returned transaction show up on my account?,This relates to: Refund not showing up.
There is a refund missing.,This relates to: Refund not showing up.
"My refund has not arrived, and I am unsure why. Who do I contact?",This relates to: Refund not showing up.
I need my refund as soon as possible. What else do I have to do?,This relates to: Refund not showing up.
I can't see my refund in my history.,This relates to: Refund not showing up.
The refund isn't appearing in my account,This relates to: Refund not showing up.
How can I check if I have received a refund if it is not yet on my statement?,This relates to: Refund not showing up.
Why isn't a refund showing on my statement?,This relates to: Refund not showing up.
I can not find my refund.,This relates to: Refund not showing up.
"I requested a refund from a merchant several days ago, but don't see anything showing up in my account yet.  Can you check on your end to see if the money has reached you guys?",This relates to: Refund not showing up.
I am waiting on the refund,This relates to: Refund not showing up.
How can I investigate a missing refund?,This relates to: Refund not showing up.
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",This relates to: Refund not showing up.
I still don't have a refund.,This relates to: Refund not showing up.
Transaction refund missing from my statement.,This relates to: Refund not showing up.
I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.,This relates to: Refund not showing up.
I've been waiting for a refund where is it?,This relates to: Refund not showing up.
I was supposed to get a refund but it is not showing up on my card,This relates to: Refund not showing up.
I've been waiting for a refund to show up and I don't see it on my statement yet.,This relates to: Refund not showing up.
I cannot see a refund in my account,This relates to: Refund not showing up.
Give me a refund now!! I am still waiting.,This relates to: Refund not showing up.
I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?,This relates to: Refund not showing up.
my refund has not hit my account yet,This relates to: Refund not showing up.
Why hasn't my refund been appiled to my account?,This relates to: Refund not showing up.
My refund has not yet been credited on my statement,This relates to: Refund not showing up.
My refund is not showing.,This relates to: Refund not showing up.
When do I see my recent refund in my statement,This relates to: Refund not showing up.
Why isn't my refund shown on my statement?,This relates to: Refund not showing up.
"Hello. I bought an item a while ago, and have since requested a refund.  However, upon checking my online statements, it seems that I haven't been issued a refund yet.  How can this be remedied?",This relates to: Refund not showing up.
"Hurry and refund me, I am waiting",This relates to: Refund not showing up.
"I received a refund, however I cannot see it in my account",This relates to: Refund not showing up.
I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,This relates to: Refund not showing up.
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,This relates to: Refund not showing up.
How will I know when I get my refund?,This relates to: Refund not showing up.
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",This relates to: Refund not showing up.
My refund isn't going fast enough.,This relates to: Refund not showing up.
My account isn't showing the refund,This relates to: Refund not showing up.
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?,This relates to: Refund not showing up.
The refund I asked for isn't showing up,This relates to: Refund not showing up.
The refund on my account hasn't shown up,This relates to: Refund not showing up.
I'm supposed to have a refund but it isn't there,This relates to: Refund not showing up.
My statement has not shown my refund.,This relates to: Refund not showing up.
No refund showing in my statement.,This relates to: Refund not showing up.
I can't see all the refunds in my statement,This relates to: Refund not showing up.
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",This relates to: Refund not showing up.
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,This relates to: Refund not showing up.
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,This relates to: Refund not showing up.
I cannot find my refund on my statement.,This relates to: Refund not showing up.
"I have received my statement but I do not see my refund, why is that?",This relates to: Refund not showing up.
What is taking so long with my refund?,This relates to: Refund not showing up.
Can you tell me why a refund I'm owed is not showing on my statement?,This relates to: Refund not showing up.
I requested a refund directly from the seller but I still don't have it. I just want you to send me my money back. I did what you said to do and I still don't have it.,This relates to: Refund not showing up.
when should I receive my refund,This relates to: Refund not showing up.
Card refund is not showing up in my statement.,This relates to: Refund not showing up.
Why is my refund missing in my statement?,This relates to: Refund not showing up.
Please send my refund now.,This relates to: Refund not showing up.
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",This relates to: Refund not showing up.
Why is the refund not on my statement?,This relates to: Refund not showing up.
My refund is still pending,This relates to: Refund not showing up.
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,This relates to: Refund not showing up.
Where is my refund? it appears to be missing.,This relates to: Refund not showing up.
who should i contact if my refund doesn't go through?,This relates to: Refund not showing up.
"Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up.",This relates to: Refund not showing up.
I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,This relates to: Refund not showing up.
Why isn't my refund showing up?,This relates to: Refund not showing up.
I contacted the seller and he won't respond.  Please just refund me my  money.,This relates to: Refund not showing up.
I am still waiting for a refund,This relates to: Refund not showing up.
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",This relates to: Refund not showing up.
I was supposed to get a refund but I do not see it.,This relates to: Refund not showing up.
I contacted a seller about a refund last week but he still hasn't returned my money. I am frustrated and need these funds. Please help me get my money back.,This relates to: Refund not showing up.
I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?,This relates to: Refund not showing up.
Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item?,This relates to: Refund not showing up.
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",This relates to: Refund not showing up.
I can't find my refund. Please help.,This relates to: Refund not showing up.
I requested a refund but can't see it.,This relates to: Refund not showing up.
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",This relates to: Refund not showing up.
how does my statement get updated so i know when a refund will reflect on my balance,This relates to: Refund not showing up.
Can I check my recent refund in my statement?,This relates to: Refund not showing up.
"I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?",This relates to: Refund not showing up.
My refund has not shown up on my statement.,This relates to: Refund not showing up.
what is the status of my refund,This relates to: Refund not showing up.
"Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it.",This relates to: Refund not showing up.
Did I not get my refund? I don't see it.,This relates to: Refund not showing up.
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,This relates to: Refund not showing up.
I keep checking my statements but nothing shows up! I requested a refund a long time ago but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,This relates to: Refund not showing up.
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,This relates to: Refund not showing up.
I cannot view the refunded amount in my account.,This relates to: Refund not showing up.
Why hasn't my refund appeared on my statement?,This relates to: Refund not showing up.
My refund is not showing up in my account. Where is it?,This relates to: Refund not showing up.
My refund has not shown up in my account.   Where is it?,This relates to: Refund not showing up.
When can I expect my refund?,This relates to: Refund not showing up.
How long will it take to refund me,This relates to: Refund not showing up.
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,This relates to: Refund not showing up.
"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",This relates to: Refund not showing up.
My statement does not reflect that a refund has been issued,This relates to: Refund not showing up.
Why isn't my refund on my statement?,This relates to: Refund not showing up.
When will I be able to see the refund,This relates to: Refund not showing up.
My refund isn't showing up on my statement.,This relates to: Refund not showing up.
A refund for a recent return has not arrived on my card.,This relates to: Refund not showing up.
I am missing my refund.,This relates to: Refund not showing up.
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,This relates to: Refund not showing up.
"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",This relates to: Refund not showing up.
How do I find the refund on my statement?,This relates to: Refund not showing up.
"i need a refund from you because the merchant is refusing, can you do that?",This relates to: Refund not showing up.
I returned an item but don't see it on my account?,This relates to: Refund not showing up.
"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.",This relates to: Refund not showing up.
Why isn't my refund showing in my statement?,This relates to: Refund not showing up.
"I'm looking at my statement, and my refund is not on there.",This relates to: Refund not showing up.
I'm due a refund and it is not on my statement.,This relates to: Refund not showing up.
Why did I not get my refund yet?,This relates to: Refund not showing up.
Why hasn't my return cleared my account?,This relates to: Refund not showing up.
I was told I would be getting a refund but I have yet to see it,This relates to: Refund not showing up.
My refund isn't showing up,This relates to: Refund not showing up.
Is there a reason my refund isn't showing on my statement?,This relates to: Refund not showing up.
Are the funds I requested from a merchant a few days ago in my account? I do not see them.,This relates to: Refund not showing up.
"I'm supposed to be getting a refund but it hasn't shown up, now what?",This relates to: Refund not showing up.
My refund for a purchase hasn't  cone through yet.,This relates to: Refund not showing up.
How long does it take for a refund to appear?,This relates to: Refund not showing up.
I don't see a refund in my account.,This relates to: Refund not showing up.
My refund is not here yet,This relates to: Refund not showing up.
"I am waiting on this refund, hurry up.",This relates to: Refund not showing up.
I returned something to a  store but can't see my refund.,This relates to: Refund not showing up.
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,This relates to: Refund not showing up.
Why can't I see my refund in my statement?,This relates to: Refund not showing up.
Where is the refund on my statement?,This relates to: Refund not showing up.
I should have a refund in my statement but I can't see it,This relates to: Refund not showing up.
I'm expecting a refund but it's no where to be seen,This relates to: Refund not showing up.
There is not a refund in my statement.,This relates to: Refund not showing up.
"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?",This relates to: Refund not showing up.
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,This relates to: Refund not showing up.
When will a refund post to my account?,This relates to: Refund not showing up.
When will I be able to see my refund?,This relates to: Refund not showing up.
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",This relates to: Refund not showing up.
I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,This relates to: Refund not showing up.
Still waiting on my refund...,This relates to: Refund not showing up.
I can't see my refund on my account,This relates to: Refund not showing up.
I'm not sure why my card didn't work,This relates to: Declined card payment.
My card is not working at stores.,This relates to: Declined card payment.
Do you know why my card payment has been declined?,This relates to: Declined card payment.
Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,This relates to: Declined card payment.
I could not use my card in a store.,This relates to: Declined card payment.
If my card payment isn't working what do I do?,This relates to: Declined card payment.
I'm not sure why the card payment didn't work.,This relates to: Declined card payment.
Tell me why my card payment has been declined.,This relates to: Declined card payment.
I was just shopping online for some tickets and the payment was declined by you.  Why has this happened?  I am certain I have the right amount of funds in my account.,This relates to: Declined card payment.
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,This relates to: Declined card payment.
What are the reasons why a card payment would be declined?,This relates to: Declined card payment.
The card payment I attempted to make failed.,This relates to: Declined card payment.
Why has my card been declined?,This relates to: Declined card payment.
I went to use my new card today and the card was repeatedly declined. I would really like to use this card and need to know what to do about it.,This relates to: Declined card payment.
"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",This relates to: Declined card payment.
What is the reason my payment was not accepted?,This relates to: Declined card payment.
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",This relates to: Declined card payment.
You have declined my  payment.,This relates to: Declined card payment.
Can you tell me why my card keeps getting declined every time I try to use it?,This relates to: Declined card payment.
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,This relates to: Declined card payment.
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",This relates to: Declined card payment.
I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.,This relates to: Declined card payment.
How do I check to see why my card payment was declined?,This relates to: Declined card payment.
Why was my card declined in a shop?,This relates to: Declined card payment.
The payment for the card did not go through,This relates to: Declined card payment.
My card was rejected,This relates to: Declined card payment.
I use this card all the time so why did it get declined at the store today?,This relates to: Declined card payment.
I couldn't pay with my card,This relates to: Declined card payment.
Why are all my card payments being declined?,This relates to: Declined card payment.
I couldn't pay with card in a shop,This relates to: Declined card payment.
Why is my payment declined? It looked like everything worked ok and my account was fine.,This relates to: Declined card payment.
My card payment failed.,This relates to: Declined card payment.
"My payment has been declined!! What's going on, I thought everything was alright and working well?",This relates to: Declined card payment.
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,This relates to: Declined card payment.
My card wasn't working in a shop,This relates to: Declined card payment.
I'm sure I have enough money so why didn't the store accept my card?,This relates to: Declined card payment.
Why has my payment been declined? I paid by card.,This relates to: Declined card payment.
can you tell me why my card was declined?,This relates to: Declined card payment.
My card didn't go through.  It doesn't make sense.  You told me that everything was ok.,This relates to: Declined card payment.
Please explain why my payment was declined? I thought everything was good.,This relates to: Declined card payment.
"When I use my card, it says decline?",This relates to: Declined card payment.
My card payment didn't work,This relates to: Declined card payment.
